Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
27 - 27 | 0.000841548
27 - 28 | 9.93187e-05
27 - 29 | 2.35286e-06
27 - 30 | 9.11333e-05
27 - 31 | 0.000164383
27 - 32 | 9.67356e-05
27 - 33 | 0.000459308
27 - 34 | 0.000362059
27 - 35 | 0.000119999
27 - 36 | 0.000233981
27 - 37 | 8.77073e-05
27 - 38 | 9.41486e-07
27 - 39 | -1.225e-05
27 - 40 | 0.000134778
27 - 41 | 0.000298323
27 - 42 | 0.000172026
27 - 43 | 0.000336511
27 - 44 | 0.000174149
27 - 45 | 8.64611e-05
27 - 46 | 1.32885e-06
27 - 47 | 6.43254e-05
27 - 48 | 9.0404e-05
27 - 49 | 5.79401e-05
27 - 50 | 3.72003e-05
27 - 51 | -4.94294e-05
27 - 52 | -1.03691e-05
27 - 53 | -2.6541e-05
27 - 54 | 0.000189549
27 - 55 | 6.11393e-05
27 - 56 | 5.13361e-05
27 - 57 | 4.73912e-06
27 - 58 | 0.000122542
27 - 59 | 8.49225e-05
27 - 60 | -7.97772e-06
27 - 61 | 9.65596e-05
27 - 62 | -1.63593e-05
27 - 63 | 4.57389e-05
27 - 64 | 9.73961e-05
27 - 65 | 9.99939e-05
27 - 66 | 7.36586e-06
28 - 0 | 0.000396532
28 - 1 | 0.000122756
28 - 2 | 1.90828e-07
28 - 3 | 0.000115538
28 - 4 | 0.000735737
28 - 5 | 0.000552505
28 - 6 | 0.000164395
28 - 7 | 2.45701e-07
28 - 8 | 0.0001742
28 - 9 | 0.000137112
28 - 10 | 0.000468669
28 - 11 | 0.000549796
28 - 12 | 0.000413118
28 - 13 | 5.3021e-05
28 - 14 | 3.59231e-07
28 - 15 | 0.000105031
28 - 16 | 5.17378e-05
28 - 17 | 0.000314558
28 - 18 | 0.000379581
28 - 19 | 0.000354914
28 - 20 | 0.000160486
28 - 21 | 1.16878e-06
28 - 22 | 0.000131428
28 - 23 | 8.96353e-05
28 - 24 | 0.000199831
28 - 25 | 0.000266028
28 - 26 | 0.000280311
28 - 27 | 9.93187e-05
28 - 28 | 0.000240288
28 - 29 | 2.18989e-07
28 - 30 | 5.48168e-05
28 - 31 | -2.32215e-06
28 - 32 | 7.50919e-05
28 - 33 | 0.000240702
28 - 34 | 6.52088e-05
28 - 35 | 0.000119165
28 - 36 | 8.86088e-05
28 - 37 | 7.9616e-05
28 - 38 | 7.87988e-08
28 - 39 | 4.0747e-05
28 - 40 | 1.27706e-05
28 - 41 | 0.000135688
28 - 42 | 7.23027e-05
28 - 43 | 0.000121051
28 - 44 | 8.20946e-05
28 - 45 | 3.26908e-05
28 - 46 | 6.1567e-07
28 - 47 | 4.69424e-05
28 - 48 | 5.73313e-06
28 - 49 | -7.19855e-06
28 - 50 | -7.2703e-05
28 - 51 | 3.80479e-06
28 - 52 | -5.88632e-05
28 - 53 | 2.6669e-05
28 - 54 | 9.28323e-06
28 - 55 | 4.62644e-05
28 - 56 | 1.92129e-05
28 - 57 | 1.15733e-06
28 - 58 | 7.04951e-05
28 - 59 | 1.2364e-05
28 - 60 | -2.34529e-06
28 - 61 | -1.90173e-05
28 - 62 | -5.88392e-06
28 - 63 | -1.18966e-05
28 - 64 | 3.06595e-05
28 - 65 | 8.9733e-06
28 - 66 | 2.8461e-06
29 - 0 | 1.88759e-06
29 - 1 | 1.58885e-06
29 - 2 | 3.38179e-09
29 - 3 | 1.00012e-06
29 - 4 | 6.10286e-06
29 - 5 | 3.4579e-06
29 - 6 | 1.23798e-06
29 - 7 | 2.52044e-09
29 - 8 | 1.01007e-06
29 - 9 | 1.34422e-06
29 - 10 | 4.41024e-06
29 - 11 | 2.689e-06
29 - 12 | 2.21486e-06
29 - 13 | 3.9927e-07
29 - 14 | 4.82897e-09
29 - 15 | 1.2099e-06
29 - 16 | 9.19083e-07
29 - 17 | 3.59231e-06
29 - 18 | 2.28593e-06
29 - 19 | 2.55071e-06
29 - 20 | 7.89795e-07
29 - 21 | 1.56974e-08
29 - 22 | 1.02711e-06
29 - 23 | 1.33351e-06
29 - 24 | 2.89991e-06
29 - 25 | 2.46955e-06
29 - 26 | 1.01291e-06
29 - 27 | 2.35286e-06
29 - 28 | 2.18989e-07
29 - 29 | 2.76271e-08
29 - 30 | 6.9654e-07
29 - 31 | 7.38431e-07
29 - 32 | 5.31017e-07
29 - 33 | 1.3986e-06
29 - 34 | 2.56876e-06
29 - 35 | 5.63221e-07
29 - 36 | 1.05982e-06
29 - 37 | 7.14699e-08
29 - 38 | 6.83937e-09
29 - 39 | 7.39866e-07
29 - 40 | 1.54506e-06
29 - 41 | 2.62446e-06
29 - 42 | 2.80936e-07
29 - 43 | 1.87206e-06
29 - 44 | 7.96386e-07
29 - 45 | 5.50481e-07
29 - 46 | 1.36621e-08
29 - 47 | 7.30842e-07
29 - 48 | 1.18838e-06
29 - 49 | 1.40989e-06
29 - 50 | 9.32448e-07
29 - 51 | 4.6197e-07
29 - 52 | 5.23309e-07
29 - 53 | 1.90003e-07
29 - 54 | 1.00291e-06
29 - 55 | 1.21835e-06
29 - 56 | 4.25504e-07
29 - 57 | 3.9073e-08
29 - 58 | 1.26992e-06
29 - 59 | 1.01888e-06
29 - 60 | 3.94245e-07
29 - 61 | 6.68356e-07
29 - 62 | 4.60291e-08
29 - 63 | 1.79808e-07
29 - 64 | 1.02177e-06
29 - 65 | 6.04221e-07
29 - 66 | 8.47563e-08
30 - 0 | 3.69115e-05
30 - 1 | 6.52869e-05
30 - 2 | 3.93781e-07
30 - 3 | 0.000260148
30 - 4 | 0.000571822
30 - 5 | 0.000284904
30 - 6 | 8.29296e-05
30 - 7 | 1.95862e-07
30 - 8 | 0.0003267
30 - 9 | -3.69371e-05
30 - 10 | 0.000291541
30 - 11 | 0.000181941
30 - 12 | 0.000100587
30 - 13 | 2.92253e-05
30 - 14 | 2.2351e-07
30 - 15 | 0.000228865
30 - 16 | 3.58034e-05
30 - 17 | 0.000168925
30 - 18 | 0.000202395
30 - 19 | 0.000103757
30 - 20 | 6.56764e-05
30 - 21 | 4.97311e-07
30 - 22 | 0.00020721
30 - 23 | 8.35216e-05
30 - 24 | 0.000168534
30 - 25 | 0.000103879
30 - 26 | 0.00011097
30 - 27 | 9.11333e-05
30 - 28 | 5.48168e-05
30 - 29 | 6.9654e-07
30 - 30 | 0.000159102
30 - 31 | 9.18153e-05
30 - 32 | -0.00013481
30 - 33 | 0.000196519
30 - 34 | 0.000162992
30 - 35 | 3.57377e-05
30 - 36 | 7.82583e-05
30 - 37 | 1.92459e-05
30 - 38 | 2.56709e-07
30 - 39 | -2.19044e-07
30 - 40 | 0.000352492
30 - 41 | 1.92753e-05
30 - 42 | 6.18123e-05
30 - 43 | 9.21374e-05
30 - 44 | 4.42387e-05
30 - 45 | 3.12854e-05
30 - 46 | 3.53934e-07
30 - 47 | 7.80266e-05
30 - 48 | 0.000205095
30 - 49 | 3.99412e-05
30 - 50 | 7.38517e-05
30 - 51 | 8.73076e-05
30 - 52 | 6.78799e-05
30 - 53 | 1.96467e-05
30 - 54 | 5.4952e-05
30 - 55 | 4.70201e-05
30 - 56 | 3.86726e-05
30 - 57 | 2.48087e-06
30 - 58 | 0.000120959
30 - 59 | 9.12536e-05
30 - 60 | 6.11701e-05
30 - 61 | 4.56935e-05
30 - 62 | 1.33359e-05
30 - 63 | 1.30878e-06
30 - 64 | 5.16637e-05
30 - 65 | 4.61004e-05
30 - 66 | 6.6438e-06
31 - 0 | -8.58294e-05
31 - 1 | -0.0002199
31 - 2 | -3.77705e-07
31 - 3 | -7.14733e-05
31 - 4 | 0.000848287
31 - 5 | -0.000124255
31 - 6 | -8.11786e-06
31 - 7 | -1.76597e-07
31 - 8 | 0.000134704
31 - 9 | 0.00043684
31 - 10 | 0.000113659
31 - 11 | 0.000307443
31 - 12 | -7.79957e-05
31 - 13 | -2.14542e-06
31 - 14 | 1.12107e-07
31 - 15 | 0.000104678
31 - 16 | 0.000398415
31 - 17 | 0.000109619
31 - 18 | 0.000444323
31 - 19 | -9.79566e-05
31 - 20 | 6.97952e-05
31 - 21 | -2.17427e-07
31 - 22 | 0.000166003
31 - 23 | 0.000149879
31 - 24 | 0.000164075
31 - 25 | 0.000370047
31 - 26 | 7.4146e-05
31 - 27 | 0.000164383
31 - 28 | -2.32215e-06
31 - 29 | 7.38431e-07
31 - 30 | 9.18153e-05
31 - 31 | 0.000642064
31 - 32 | -0.000358111
31 - 33 | 0.000435629
31 - 34 | 0.000125294
31 - 35 | 5.64301e-05
31 - 36 | 6.24963e-05
31 - 37 | 3.20653e-05
31 - 38 | 2.50175e-07
31 - 39 | -0.000123379
31 - 40 | 0.000766392
31 - 41 | -0.000164821
31 - 42 | 0.000194637
31 - 43 | 8.34889e-05
31 - 44 | 0.000108232
31 - 45 | 4.15656e-05
31 - 46 | 3.01116e-07
31 - 47 | 3.528e-05
31 - 48 | 0.000399168
31 - 49 | -5.23756e-05
31 - 50 | 0.000150026
31 - 51 | 0.000111455
31 - 52 | 8.12999e-05
31 - 53 | 2.29517e-07
31 - 54 | 0.000138183
31 - 55 | 6.04895e-05
31 - 56 | 3.6814e-05
31 - 57 | 3.00093e-06
31 - 58 | 6.61213e-05
31 - 59 | 0.000166298
31 - 60 | 4.66472e-05
31 - 61 | 6.22929e-05
31 - 62 | 2.23789e-05
31 - 63 | 6.33862e-05
31 - 64 | 9.27286e-05
31 - 65 | 0.000103758
31 - 66 | 7.29909e-06
32 - 0 | 0.000382052
32 - 1 | -0.00012137
32 - 2 | -2.73367e-07
32 - 3 | -0.000227714
32 - 4 | 0.00027635
32 - 5 | 0.000326171
32 - 6 | -0.00028448
32 - 7 | 5.7414e-08
32 - 8 | -0.00032026
32 - 9 | 0.0005502
32 - 10 | 0.000599384
32 - 11 | -0.000443022
32 - 12 | 0.000246628
32 - 13 | -8.40989e-06
32 - 14 | 2.60496e-07
32 - 15 | -0.000136204
32 - 16 | 7.56752e-05
32 - 17 | 0.000921423
32 - 18 | -0.000585192
32 - 19 | 0.000377098
32 - 20 | -0.000145672
32 - 21 | 2.32952e-06
32 - 22 | -0.00013938
32 - 23 | 0.000168184
32 - 24 | 0.000711087
32 - 25 | -2.49401e-06
32 - 26 | 1.66153e-05
32 - 27 | 9.67356e-05
32 - 28 | 7.50919e-05
32 - 29 | 5.31017e-07
32 - 30 | -0.00013481
32 - 31 | -0.000358111
32 - 32 | 0.00168763
32 - 33 | -0.000579123
32 - 34 | 2.68878e-05
32 - 35 | 9.69422e-05
32 - 36 | -2.09667e-05
32 - 37 | -3.50453e-05
32 - 38 | 7.22626e-07
32 - 39 | 0.000303923
32 - 40 | -0.000838866
32 - 41 | 0.00149269
32 - 42 | -0.000283049
32 - 43 | 0.00038491
32 - 44 | -0.000119326
32 - 45 | 2.30983e-05
32 - 46 | 1.42039e-06
32 - 47 | -6.16971e-06
32 - 48 | -0.000209316
32 - 49 | 0.000654044
32 - 50 | 2.51076e-06
32 - 51 | 8.67327e-05
32 - 52 | -0.000154973
32 - 53 | 0.000168634
32 - 54 | -0.000118949
32 - 55 | 0.000177935
32 - 56 | -3.14734e-05
32 - 57 | -1.61712e-06
32 - 58 | -1.84476e-05
32 - 59 | 8.1103e-05
32 - 60 | 4.57056e-06
32 - 61 | 0.000107444
32 - 62 | -1.35006e-05
32 - 63 | 3.8959e-05
32 - 64 | -1.25374e-07
32 - 65 | 7.49839e-06
32 - 66 | -4.18396e-06
33 - 0 | 0.000465763
33 - 1 | 2.03409e-05
33 - 2 | 2.27314e-08
33 - 3 | -9.84715e-07
33 - 4 | 0.00211638
33 - 5 | 0.000803596
33 - 6 | 0.000390469
33 - 7 | 1.36832e-07
33 - 8 | 0.000398379
33 - 9 | 0.000582373
33 - 10 | 0.000911312
33 - 11 | 0.00146525
33 - 12 | 0.00048193
33 - 13 | 5.71845e-05
33 - 14 | 4.69376e-07
33 - 15 | 0.000239151
33 - 16 | 0.000359917
33 - 17 | 0.00043003
33 - 18 | 0.00140743
33 - 19 | 0.000477914
33 - 20 | 0.000353612
33 - 21 | 4.52324e-07
33 - 22 | 0.000345552
33 - 23 | 0.000242473
33 - 24 | 0.000441211
33 - 25 | 0.000823965
33 - 26 | 0.000618115
33 - 27 | 0.000459308
33 - 28 | 0.000240702
33 - 29 | 1.3986e-06
33 - 30 | 0.000196519
33 - 31 | 0.000435629
33 - 32 | -0.000579123
33 - 33 | 0.00154965
33 - 34 | 0.000392919
33 - 35 | 0.000258644
33 - 36 | 0.000266132
33 - 37 | 0.000179965
33 - 38 | 1.98698e-08
33 - 39 | -0.000136014
33 - 40 | 0.000943865
33 - 41 | -0.000413859
33 - 42 | 0.000595759
33 - 43 | 0.000205611
33 - 44 | 0.000364515
33 - 45 | 9.03452e-05
33 - 46 | 8.95679e-07
33 - 47 | 0.000109821
33 - 48 | 0.000375465
33 - 49 | -0.000122408
33 - 50 | 0.000239483
33 - 51 | 0.000121605
33 - 52 | 0.000196985
33 - 53 | 1.02355e-05
33 - 54 | 0.000250024
33 - 55 | 2.09163e-06
33 - 56 | 9.93012e-05
33 - 57 | 6.30738e-06
33 - 58 | 0.000222528
33 - 59 | 8.43062e-05
33 - 60 | 0.000232301
33 - 61 | 6.64282e-05
33 - 62 | 3.2251e-05
33 - 63 | 4.0943e-05
33 - 64 | 0.00020136
33 - 65 | 8.67859e-05
33 - 66 | 1.48264e-05
34 - 0 | 0.000205388
34 - 1 | 0.000620617
34 - 2 | 1.19256e-06
34 - 3 | 0.000275633
34 - 4 | 0.000857878
34 - 5 | 0.000739501
34 - 6 | 0.000419242
34 - 7 | 6.57557e-07
34 - 8 | 0.000405142
34 - 9 | 5.69556e-05
34 - 10 | 0.000687127
34 - 11 | 0.00055518
34 - 12 | 0.000498341
34 - 13 | 7.51096e-05
34 - 14 | 6.99161e-07
34 - 15 | 0.000258117
34 - 16 | 9.76618e-05
34 - 17 | 0.000419792
34 - 18 | 0.000519705
34 - 19 | 0.000511132
34 - 20 | 0.000128165
34 - 21 | 1.96136e-06
34 - 22 | 0.000299297
34 - 23 | 0.000218677
34 - 24 | 0.000373044
34 - 25 | 0.000464969
34 - 26 | 0.000135631
34 - 27 | 0.000362059
34 - 28 | 6.52088e-05
34 - 29 | 2.56876e-06
34 - 30 | 0.000162992
34 - 31 | 0.000125294
34 - 32 | 2.68878e-05
34 - 33 | 0.000392919
34 - 34 | 0.00129115
34 - 35 | 7.77619e-05
34 - 36 | 0.00025639
34 - 37 | 5.32804e-05
34 - 38 | 7.37842e-07
34 - 39 | 6.41305e-05
34 - 40 | 0.000557033
34 - 41 | 0.000390033
34 - 42 | 0.00013039
34 - 43 | 0.000322758
34 - 44 | 0.000131475
34 - 45 | 8.55896e-05
34 - 46 | 1.88482e-06
34 - 47 | 0.000151911
34 - 48 | 0.000217718
34 - 49 | 0.000475032
34 - 50 | 0.000505582
34 - 51 | 0.000439988
34 - 52 | 0.000454028
34 - 53 | 0.000121677
34 - 54 | 0.000246292
34 - 55 | 0.000113011
34 - 56 | 7.13312e-05
34 - 57 | 6.54151e-06
34 - 58 | 0.000226045
34 - 59 | 0.000194371
34 - 60 | 0.00021926
34 - 61 | 0.00028971
34 - 62 | 3.96538e-05
34 - 63 | 9.87145e-05
34 - 64 | 0.000143916
34 - 65 | 9.62531e-05
34 - 66 | 1.33463e-05
35 - 0 | 0.000294355
35 - 1 | 0.000279991
35 - 2 | 4.09062e-07
35 - 3 | 4.46069e-05
35 - 4 | 0.000469466
35 - 5 | 0.000438818
35 - 6 | 0.000197554
35 - 7 | 2.72206e-07
35 - 8 | 0.000147483
35 - 9 | 0.00014553
35 - 10 | 0.000257377
35 - 11 | 0.000485765
35 - 12 | 0.000307882
35 - 13 | 5.24829e-05
35 - 14 | 3.36888e-07
35 - 15 | 7.32742e-05
35 - 16 | 5.04809e-05
35 - 17 | 0.000196946
35 - 18 | 0.000308589
35 - 19 | 0.000241698
35 - 20 | 0.000128102
35 - 21 | 1.03169e-06
35 - 22 | 8.90028e-05
35 - 23 | 5.22228e-05
35 - 24 | 0.000218361
35 - 25 | 0.000201127
35 - 26 | 0.000220631
35 - 27 | 0.000119999
35 - 28 | 0.000119165
35 - 29 | 5.63221e-07
35 - 30 | 3.57377e-05
35 - 31 | 5.64301e-05
35 - 32 | 9.69422e-05
35 - 33 | 0.000258644
35 - 34 | 7.77619e-05
35 - 35 | 0.000300002
35 - 36 | 3.75497e-05
35 - 37 | 7.43541e-05
35 - 38 | 1.17851e-07
35 - 39 | 4.05905e-05
35 - 40 | 2.23537e-05
35 - 41 | 0.000187464
35 - 42 | 9.57081e-05
35 - 43 | 0.000143445
35 - 44 | 6.63287e-05
35 - 45 | 2.96992e-05
35 - 46 | 3.92227e-07
35 - 47 | 5.59212e-05
35 - 48 | 2.45761e-05
35 - 49 | 0.000107921
35 - 50 | 0.000122953
35 - 51 | 0.000140668
35 - 52 | 7.26191e-05
35 - 53 | 7.45374e-05
35 - 54 | 4.31317e-05
35 - 55 | 6.81858e-05
35 - 56 | 2.09418e-05
35 - 57 | 7.12916e-07
35 - 58 | 6.00628e-05
35 - 59 | 3.27763e-05
35 - 60 | 7.41117e-05
35 - 61 | 4.91834e-05
35 - 62 | 1.14038e-05
35 - 63 | 3.61099e-05
35 - 64 | 6.81025e-05
35 - 65 | 2.22043e-05
35 - 66 | 1.86902e-06
36 - 0 | 0.000235741
36 - 1 | 0.000180228
36 - 2 | 3.75605e-07
36 - 3 | 0.000105712
36 - 4 | 0.00064459
36 - 5 | 0.000458257
36 - 6 | 0.000194417
36 - 7 | 2.75351e-07
36 - 8 | 0.000189907
36 - 9 | 8.48918e-05
36 - 10 | 0.000403192
36 - 11 | 0.000437685
36 - 12 | 0.000350099
36 - 13 | 3.78282e-05
36 - 14 | 3.8324e-07
36 - 15 | 0.000132556
36 - 16 | 6.22074e-05
36 - 17 | 0.000252766
36 - 18 | 0.000322401
36 - 19 | 0.000309637
36 - 20 | 0.00011088
36 - 21 | 1.10992e-06
36 - 22 | 0.000157892
36 - 23 | 4.25301e-05
36 - 24 | 0.000171896
36 - 25 | 0.000271855
36 - 26 | 0.000180809
36 - 27 | 0.000233981
36 - 28 | 8.86088e-05
36 - 29 | 1.05982e-06
36 - 30 | 7.82583e-05
36 - 31 | 6.24963e-05
36 - 32 | -2.09667e-05
36 - 33 | 0.000266132
36 - 34 | 0.00025639
36 - 35 | 3.75497e-05
36 - 36 | 0.000167761
36 - 37 | 4.14024e-05
36 - 38 | 3.94398e-07
36 - 39 | 3.08732e-05
36 - 40 | 0.000129813
36 - 41 | 0.000145981
36 - 42 | 9.23037e-05
36 - 43 | 0.000167902
36 - 44 | 7.57358e-05
36 - 45 | 4.54502e-05
36 - 46 | 7.69861e-07
36 - 47 | 6.27293e-05
36 - 48 | 8.61959e-05
36 - 49 | 7.05e-05
36 - 50 | 5.68623e-05
36 - 51 | 5.73069e-05
36 - 52 | 6.69749e-05
36 - 53 | 4.7839e-05
36 - 54 | 8.07189e-05
36 - 55 | 4.63125e-05
36 - 56 | 3.44558e-05
36 - 57 | 3.2139e-06
36 - 58 | 0.000113492
36 - 59 | 5.51695e-05
36 - 60 | 5.49994e-05
36 - 61 | 6.06896e-05
36 - 62 | 5.0016e-06
36 - 63 | 8.77816e-06
36 - 64 | 6.75935e-05
36 - 65 | 5.48092e-05
36 - 66 | 6.26019e-06
37 - 0 | 0.000193375
37 - 1 | 0.000130736
37 - 2 | 1.59457e-07
37 - 3 | 4.63858e-05
37 - 4 | 0.000328567
37 - 5 | 0.000275746
37 - 6 | 0.000123429
37 - 7 | 1.46512e-07
37 - 8 | 0.00010467
37 - 9 | 5.11196e-05
37 - 10 | 0.000149342
37 - 11 | 0.00033207
37 - 12 | 0.000193126
37 - 13 | 2.93536e-05
37 - 14 | 1.64319e-07
37 - 15 | 3.4496e-05
37 - 16 | 3.06606e-05
37 - 17 | 6.8548e-05
37 - 18 | 0.00022685
37 - 19 | 0.00015919
37 - 20 | 7.74698e-05
37 - 21 | 4.16749e-07
37 - 22 | 6.55183e-05
37 - 23 | 1.40275e-05
37 - 24 | 3.33188e-05
37 - 25 | 0.00012867
37 - 26 | 0.000130651
37 - 27 | 8.77073e-05
37 - 28 | 7.9616e-05
37 - 29 | 7.14699e-08
37 - 30 | 1.92459e-05
37 - 31 | 3.20653e-05
37 - 32 | -3.50453e-05
37 - 33 | 0.000179965
37 - 34 | 5.32804e-05
37 - 35 | 7.43541e-05
37 - 36 | 4.14024e-05
37 - 37 | 6.37344e-05
37 - 38 | -5.47228e-08
37 - 39 | -1.12818e-05
37 - 40 | 4.23454e-05
37 - 41 | -3.6582e-05
37 - 42 | 7.42503e-05
37 - 43 | 2.33923e-05
37 - 44 | 5.17398e-05
37 - 45 | 1.52741e-05
37 - 46 | 3.01106e-07
37 - 47 | 1.04977e-05
37 - 48 | 7.84976e-07
37 - 49 | -3.27637e-05
37 - 50 | -1.3108e-05
37 - 51 | 7.82042e-06
37 - 52 | 8.67296e-06
37 - 53 | 9.19932e-06
37 - 54 | 3.09592e-05
37 - 55 | 9.01232e-06
37 - 56 | 1.18386e-05
37 - 57 | 4.45465e-07
37 - 58 | 1.94143e-05
37 - 59 | -3.64221e-06
37 - 60 | 1.56598e-05
37 - 61 | -9.00265e-06
37 - 62 | 4.58074e-07
37 - 63 | 1.08294e-05
37 - 64 | 2.63777e-05
37 - 65 | 6.60929e-06
37 - 66 | 8.57578e-07
38 - 0 | 3.79304e-07
38 - 1 | 6.70282e-07
38 - 2 | 1.72386e-09
38 - 3 | 4.98841e-07
38 - 4 | 1.89195e-06
38 - 5 | 1.24612e-06
38 - 6 | 3.17771e-07
38 - 7 | 1.10463e-09
38 - 8 | 4.07673e-07
38 - 9 | 4.69646e-07
38 - 10 | 1.51211e-06
38 - 11 | 3.11825e-07
38 - 12 | 7.95008e-07
38 - 13 | 1.17392e-07
38 - 14 | 1.76805e-09
38 - 15 | 5.45921e-07
38 - 16 | 3.12038e-07
38 - 17 | 1.32797e-06
38 - 18 | 9.34388e-08
38 - 19 | 7.94637e-07
38 - 20 | 8.5355e-08
38 - 21 | 6.78349e-09
38 - 22 | 5.44256e-07
38 - 23 | 3.50194e-07
38 - 24 | 1.11482e-06
38 - 25 | 6.25252e-07
38 - 26 | 1.03826e-07
38 - 27 | 9.41486e-07
38 - 28 | 7.87988e-08
38 - 29 | 6.83937e-09
38 - 30 | 2.56709e-07
38 - 31 | 2.50175e-07
38 - 32 | 7.22626e-07
38 - 33 | 1.98698e-08
38 - 34 | 7.37842e-07
38 - 35 | 1.17851e-07
38 - 36 | 3.94398e-07
38 - 37 | -5.47228e-08
38 - 38 | 4.32599e-09
38 - 39 | 3.66433e-07
38 - 40 | 3.03033e-07
38 - 41 | 1.54665e-06
38 - 42 | -1.01417e-07
38 - 43 | 8.22711e-07
38 - 44 | 1.38394e-07
38 - 45 | 1.91418e-07
38 - 46 | 5.77243e-09
38 - 47 | 2.83764e-07
38 - 48 | 5.07052e-07
38 - 49 | 8.72759e-07
38 - 50 | 4.37633e-07
38 - 51 | 3.50111e-07
38 - 52 | 1.21598e-07
38 - 53 | 1.60472e-07
38 - 54 | 2.63913e-07
38 - 55 | 5.9326e-07
38 - 56 | 1.52585e-07
38 - 57 | 1.49302e-08
38 - 58 | 4.76004e-07
38 - 59 | 5.02881e-07
38 - 60 | 1.74354e-07
38 - 61 | 3.76715e-07
38 - 62 | 3.69111e-08
38 - 63 | 7.01606e-08
38 - 64 | 3.59977e-07
38 - 65 | 3.27135e-07
38 - 66 | 2.93422e-08
39 - 0 | 0.000155673
39 - 1 | 8.71723e-05
39 - 2 | 2.56174e-07
39 - 3 | 9.53533e-05
39 - 4 | -7.52481e-05
39 - 5 | 9.22361e-05
39 - 6 | 1.38352e-05
39 - 7 | 1.57043e-07
39 - 8 | 1.28853e-05
39 - 9 | 0.000111978
39 - 10 | 0.000104753
39 - 11 | -7.8809e-05
39 - 12 | 0.000130439
39 - 13 | 6.94768e-06
39 - 14 | 2.38064e-07
39 - 15 | 4.58293e-05
39 - 16 | 4.69016e-05
39 - 17 | 0.000131299
39 - 18 | -0.000151601
39 - 19 | 0.000127554
39 - 20 | 1.68218e-07
39 - 21 | 9.83049e-07
39 - 22 | 1.0695e-05
39 - 23 | 0.000174171
39 - 24 | 0.000130657
39 - 25 | -1.6438e-06
39 - 26 | 3.02353e-05
39 - 27 | -1.225e-05
39 - 28 | 4.0747e-05
39 - 29 | 7.39866e-07
39 - 30 | -2.19044e-07
39 - 31 | -0.000123379
39 - 32 | 0.000303923
39 - 33 | -0.000136014
39 - 34 | 6.41305e-05
39 - 35 | 4.05905e-05
39 - 36 | 3.08732e-05
39 - 37 | -1.12818e-05
39 - 38 | 3.66433e-07
39 - 39 | 0.000235402
39 - 40 | -0.000182186
39 - 41 | 0.000384876
39 - 42 | -8.67356e-05
39 - 43 | 0.000131349
39 - 44 | -1.1093e-05
39 - 45 | 1.5122e-05
39 - 46 | 1.13996e-06
39 - 47 | 7.51433e-05
39 - 48 | -3.98711e-05
39 - 49 | 0.000244755
39 - 50 | 3.75048e-05
39 - 51 | 7.86346e-05
39 - 52 | 7.25708e-06
39 - 53 | 8.31046e-05
39 - 54 | -2.58106e-05
39 - 55 | 9.64506e-05
39 - 56 | 1.17311e-05
39 - 57 | 1.12443e-06
39 - 58 | 8.23521e-05
39 - 59 | 4.09385e-05
39 - 60 | 6.16271e-05
39 - 61 | 5.97716e-05
39 - 62 | 9.29731e-06
39 - 63 | 8.73314e-06
39 - 64 | 3.00849e-05
39 - 65 | 4.04182e-05
39 - 66 | 9.1104e-07
40 - 0 | -0.000316552
40 - 1 | -0.000382694
40 - 2 | -2.24576e-07
40 - 3 | 0.000327045
40 - 4 | 0.001745
40 - 5 | 7.05935e-06
40 - 6 | 1.23021e-06
40 - 7 | -8.91044e-08
40 - 8 | 0.000662918
40 - 9 | 0.00049377
40 - 10 | 0.000528939
40 - 11 | 0.000357746
40 - 12 | -0.000241587
40 - 13 | -4.81656e-06
40 - 14 | 1.81034e-07
40 - 15 | 0.000427714
40 - 16 | 0.00057849
40 - 17 | 0.000125738
40 - 18 | 0.000862463
40 - 19 | -0.000202775
40 - 20 | 0.000160415
40 - 21 | -8.60212e-07
40 - 22 | 0.000434552
40 - 23 | 0.000395719
40 - 24 | 0.000349722
40 - 25 | 0.000516946
40 - 26 | 0.00020391
40 - 27 | 0.000134778
40 - 28 | 1.27706e-05
40 - 29 | 1.54506e-06
40 - 30 | 0.000352492
40 - 31 | 0.000766392
40 - 32 | -0.000838866
40 - 33 | 0.000943865
40 - 34 | 0.000557033
40 - 35 | 2.23537e-05
40 - 36 | 0.000129813
40 - 37 | 4.23454e-05
40 - 38 | 3.03033e-07
40 - 39 | -0.000182186
40 - 40 | 0.00210253
40 - 41 | -0.000526655
40 - 42 | 0.000416559
40 - 43 | 6.92427e-05
40 - 44 | 0.000270831
40 - 45 | 6.28741e-05
40 - 46 | 1.02122e-06
40 - 47 | 0.000147665
40 - 48 | 0.000847723
40 - 49 | -3.9222e-05
40 - 50 | 0.000354736
40 - 51 | 0.000260355
40 - 52 | 0.000324423
40 - 53 | -8.89261e-05
40 - 54 | 0.000319996
40 - 55 | 3.87675e-05
40 - 56 | 0.000106651
40 - 57 | 5.90542e-06
40 - 58 | 0.000241824
40 - 59 | 0.000330802
40 - 60 | 0.000240622
40 - 61 | 0.000163295
40 - 62 | 6.14163e-05
40 - 63 | 7.15332e-05
40 - 64 | 0.000199257
40 - 65 | 0.000145179
40 - 66 | 1.84179e-05
41 - 0 | 0.000385108
41 - 1 | -2.79937e-05
41 - 2 | 2.16593e-07
41 - 3 | -0.000183882
